MUTE,Pioneer,186,160,1
VOLUME -,Pioneer,186,160,2
VOLUME +,Pioneer,186,160,3
POWER,Pioneer,186,160,76
FRONT HDMI,NEC,186,75,9
FRONT AV,NEC,186,75,10
POWER,NEC2,186,75,76
POWER OFF,NEC2,186,75,76
POWER,NEC,186,75,76
POWER ON,NEC2,186,75,140
ON,NEC,186,75,140
POWER OFF,NEC2,186,75,204
OFF,NEC,186,75,204
